filename,x1,y1,x2,y2
000001.jpg,52.76349639892578,59.075313568115234,148.59368896484375,187.27821350097656
000004.jpg,22.141008377075195,54.72039794921875,120.16029357910156,180.88356018066406
000005.jpg,43.603370666503906,63.199546813964844,138.77952575683594,176.03614807128906
000006.jpg,40.728580474853516,67.6203842163086,123.802001953125,181.37110900878906
000007.jpg,46.6334228515625,68.87477111816406,128.92864990234375,177.74151611328125
000009.jpg,37.21980285644531,61.726829528808594,128.6868896484375,182.73501586914062
000010.jpg,47.23442077636719,69.29816436767578,130.17796325683594,180.9087371826172
000011.jpg,42.16009521484375,66.32498931884766,125.77552795410156,182.09548950195312
000012.jpg,47.05519485473633,65.51577758789062,135.06922912597656,185.0408935546875
000019.jpg,49.933956146240234,73.2995376586914,129.05157470703125,175.5974884033203
000023.jpg,43.81828308105469,63.49456787109375,130.07337951660156,182.48716735839844
000024.jpg,48.95001220703125,69.54598236083984,135.7588653564453,181.27491760253906
000026.jpg,50.80370330810547,72.40890502929688,128.75048828125,175.0767822265625
000027.jpg,40.12543487548828,62.544551849365234,122.23418426513672,186.16819763183594
000028.jpg,45.407833099365234,81.80604553222656,130.4751434326172,183.5412139892578
000029.jpg,42.003475189208984,67.7114028930664,130.69847106933594,181.86215209960938
000033.jpg,48.87899398803711,66.2337646484375,130.77540588378906,177.83694458007812
000034.jpg,44.57646179199219,68.07977294921875,125.62168884277344,178.25389099121094
000035.jpg,49.702293395996094,67.34709167480469,128.15394592285156,176.1734619140625
000038.jpg,42.95566177368164,64.70166778564453,128.79808044433594,186.05506896972656
000039.jpg,35.520484924316406,65.3345718383789,123.47038269042969,183.53646850585938
000040.jpg,43.93988037109375,67.31066131591797,129.45819091796875,179.30502319335938
000041.jpg,59.3275146484375,48.551265716552734,167.73675537109375,199.9786376953125
000042.jpg,41.75507354736328,61.72911071777344,135.4355926513672,185.2550811767578
000043.jpg,46.46166229248047,63.13618469238281,131.589111328125,185.4957733154297
000045.jpg,47.22395706176758,66.82481384277344,132.60699462890625,186.1982421875
000046.jpg,46.481781005859375,69.33561706542969,134.91748046875,179.8730010986328
000050.jpg,40.4905891418457,60.340850830078125,128.60845947265625,188.64630126953125
000054.jpg,48.03577423095703,63.92671203613281,137.71682739257812,185.94862365722656
000056.jpg,46.555023193359375,66.93335723876953,123.1857681274414,180.1407012939453
000057.jpg,40.762977600097656,65.69529724121094,120.25767517089844,183.47850036621094
000058.jpg,43.84562683105469,62.39981460571289,129.59967041015625,180.59764099121094
000062.jpg,46.436767578125,71.31260681152344,130.4833984375,180.50360107421875
000063.jpg,47.02935791015625,59.9288444519043,147.99510192871094,191.1298065185547
000064.jpg,44.79276657104492,69.83527374267578,129.13577270507812,178.40841674804688
000071.jpg,52.690834045410156,66.8470230102539,135.46766662597656,179.61595153808594
000073.jpg,60.47358703613281,66.31588745117188,145.50169372558594,182.4958038330078
000076.jpg,49.984291076660156,68.41304016113281,139.6747283935547,178.58624267578125
000077.jpg,45.40990447998047,60.804283142089844,136.5594940185547,185.97012329101562
000080.jpg,42.94508361816406,65.71795654296875,124.20359802246094,180.41363525390625
000082.jpg,46.13960647583008,65.16627502441406,131.958251953125,183.65533447265625
000083.jpg,45.19338607788086,65.1470718383789,131.61764526367188,185.89881896972656
000085.jpg,48.879642486572266,64.4968032836914,134.9473876953125,178.3225555419922
000086.jpg,30.32876205444336,60.75565719604492,123.26667022705078,184.8786163330078
000088.jpg,60.2734489440918,70.38046264648438,132.01211547851562,176.93702697753906
000089.jpg,49.928977966308594,70.34259033203125,138.68499755859375,181.53941345214844
000091.jpg,50.42308807373047,69.73383331298828,130.9252166748047,173.73828125
000092.jpg,43.815757751464844,66.89729309082031,127.1356430053711,178.9716033935547
000097.jpg,50.55965805053711,69.79378509521484,130.1044921875,178.31033325195312
000098.jpg,59.00202178955078,61.70478057861328,143.48025512695312,175.74481201171875
000099.jpg,44.650306701660156,62.649879455566406,130.7794189453125,185.19300842285156
000100.jpg,37.420921325683594,62.97960662841797,124.54135131835938,180.5437469482422
000101.jpg,43.521583557128906,67.4395751953125,131.12001037597656,181.84938049316406
000103.jpg,47.404388427734375,73.60821533203125,121.70838165283203,176.93980407714844
000104.jpg,48.392059326171875,60.993072509765625,135.6236114501953,181.3435821533203
000106.jpg,39.0935173034668,62.72983932495117,129.53179931640625,189.85183715820312
000107.jpg,41.1718635559082,68.09602355957031,127.97483825683594,186.49220275878906
000108.jpg,42.95765686035156,64.38298797607422,129.40350341796875,185.02296447753906
000111.jpg,50.12351608276367,68.89961242675781,142.90359497070312,188.603271484375
000112.jpg,42.02061462402344,65.38874053955078,136.03948974609375,186.01548767089844
000116.jpg,44.22723388671875,74.48391723632812,133.91192626953125,186.6651611328125
000118.jpg,34.71978759765625,59.817596435546875,127.02350616455078,181.53465270996094
000121.jpg,45.06446075439453,79.22367858886719,131.5074462890625,181.67413330078125
000126.jpg,50.09986877441406,59.19057083129883,137.96920776367188,185.54371643066406
000129.jpg,47.51303482055664,66.13763427734375,131.2683563232422,182.05299377441406
000130.jpg,40.75307846069336,68.91973114013672,128.7596893310547,181.7510528564453
